"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","05 May 2021","14604.15","14637.90","14506.60","14617.85"
"NIFTY 50","04 May 2021","14687.25","14723.40","14461.50","14496.50"
"NIFTY 50","03 May 2021","14481.05","14673.85","14416.25","14634.15"
"NIFTY 50","30 Apr 2021","14747.35","14855.45","14601.70","14631.10"
"NIFTY 50","29 Apr 2021","14979.00","15044.35","14814.45","14894.90"
"NIFTY 50","28 Apr 2021","14710.50","14890.25","14694.95","14864.55"
"NIFTY 50","27 Apr 2021","14493.80","14667.55","14484.85","14653.05"
"NIFTY 50","26 Apr 2021","14449.45","14557.50","14421.30","14485.00"
"NIFTY 50","23 Apr 2021","14326.35","14461.15","14273.30","14341.35"
"NIFTY 50","22 Apr 2021","14219.15","14424.75","14151.40","14406.15"
"NIFTY 50","20 Apr 2021","14526.70","14526.95","14207.30","14296.40"
"NIFTY 50","19 Apr 2021","14306.60","14382.30","14191.40","14359.45"
"NIFTY 50","16 Apr 2021","14599.60","14697.70","14559.00","14617.85"
"NIFTY 50","15 Apr 2021","14522.40","14597.55","14353.20","14581.45"
"NIFTY 50","13 Apr 2021","14364.90","14528.90","14274.90","14504.80"
"NIFTY 50","12 Apr 2021","14644.65","14652.50","14248.70","14310.80"
"NIFTY 50","09 Apr 2021","14882.65","14918.45","14785.65","14834.85"
"NIFTY 50","08 Apr 2021","14875.65","14984.15","14821.10","14873.80"
"NIFTY 50","07 Apr 2021","14716.45","14879.80","14649.85","14819.05"
"NIFTY 50","06 Apr 2021","14737.00","14779.10","14573.90","14683.50"
"NIFTY 50","05 Apr 2021","14837.70","14849.85","14459.50","14637.80"
"NIFTY 50","01 Apr 2021","14798.40","14883.20","14692.45","14867.35"
"NIFTY 50","31 Mar 2021","14811.85","14813.75","14670.25","14690.70"
"NIFTY 50","30 Mar 2021","14628.50","14876.30","14617.60","14845.10"
"NIFTY 50","26 Mar 2021","14506.30","14572.90","14414.25","14507.30"
"NIFTY 50","25 Mar 2021","14570.90","14575.60","14264.40","14324.90"
"NIFTY 50","24 Mar 2021","14712.45","14752.35","14535.00","14549.40"
"NIFTY 50","23 Mar 2021","14768.55","14878.60","14707.00","14814.75"
"NIFTY 50","22 Mar 2021","14736.30","14763.90","14597.85","14736.40"
"NIFTY 50","19 Mar 2021","14471.15","14788.25","14350.10","14744.00"
"NIFTY 50","18 Mar 2021","14855.50","14875.20","14478.60","14557.85"
"NIFTY 50","17 Mar 2021","14946.55","14956.55","14696.05","14721.30"
"NIFTY 50","16 Mar 2021","14996.10","15051.60","14890.65","14910.45"
"NIFTY 50","15 Mar 2021","15048.40","15048.40","14745.85","14929.50"
"NIFTY 50","12 Mar 2021","15321.15","15336.30","14953.60","15030.95"
"NIFTY 50","10 Mar 2021","15202.15","15218.45","15100.85","15174.80"
"NIFTY 50","09 Mar 2021","15049.90","15126.85","14925.45","15098.40"
"NIFTY 50","08 Mar 2021","15002.45","15111.15","14919.90","14956.20"
"NIFTY 50","05 Mar 2021","14977.95","15092.35","14862.10","14938.10"
"NIFTY 50","04 Mar 2021","15026.75","15202.35","14980.20","15080.75"
"NIFTY 50","03 Mar 2021","15064.40","15273.15","14995.80","15245.60"
"NIFTY 50","02 Mar 2021","14865.30","14959.10","14760.80","14919.10"
"NIFTY 50","01 Mar 2021","14702.50","14806.80","14638.55","14761.55"
"NIFTY 50","26 Feb 2021","14888.60","14919.45","14467.75","14529.15"
"NIFTY 50","25 Feb 2021","15079.85","15176.50","15065.35","15097.35"
"NIFTY 50","24 Feb 2021","14729.15","15008.80","14723.05","14982.00"
"NIFTY 50","23 Feb 2021","14782.25","14854.50","14651.85","14707.80"
"NIFTY 50","22 Feb 2021","14999.05","15010.10","14635.05","14675.70"
"NIFTY 50","19 Feb 2021","15074.80","15144.05","14898.20","14981.75"
"NIFTY 50","18 Feb 2021","15238.70","15250.75","15078.05","15118.95"
"NIFTY 50","17 Feb 2021","15279.90","15314.30","15170.75","15208.90"
"NIFTY 50","16 Feb 2021","15371.45","15431.75","15242.20","15313.45"
"NIFTY 50","15 Feb 2021","15270.30","15340.15","15243.40","15314.70"
"NIFTY 50","12 Feb 2021","15186.20","15243.50","15081.00","15163.30"
"NIFTY 50","11 Feb 2021","15073.25","15188.50","15065.40","15173.30"
"NIFTY 50","10 Feb 2021","15119.05","15168.25","14977.20","15106.50"
"NIFTY 50","09 Feb 2021","15164.15","15257.10","15064.30","15109.30"
"NIFTY 50","08 Feb 2021","15064.30","15159.90","15041.05","15115.80"
"NIFTY 50","05 Feb 2021","14952.60","15014.65","14864.75","14924.25"
"NIFTY 50","04 Feb 2021","14789.05","14913.70","14714.75","14895.65"
"NIFTY 50","03 Feb 2021","14754.90","14868.85","14574.15","14789.95"
"NIFTY 50","02 Feb 2021","14481.10","14731.70","14469.15","14647.85"
"NIFTY 50","01 Feb 2021","13758.60","14336.35","13661.75","14281.20"
"NIFTY 50","29 Jan 2021","13946.60","13966.85","13596.75","13634.60"
"NIFTY 50","28 Jan 2021","13810.40","13898.25","13713.25","13817.55"
"NIFTY 50","27 Jan 2021","14237.95","14237.95","13929.30","13967.50"
"NIFTY 50","25 Jan 2021","14477.80","14491.10","14218.60","14238.90"
"NIFTY 50","22 Jan 2021","14583.40","14619.90","14357.75","14371.90"
"NIFTY 50","21 Jan 2021","14730.95","14753.55","14517.25","14590.35"
"NIFTY 50","20 Jan 2021","14538.30","14666.45","14517.55","14644.70"
"NIFTY 50","19 Jan 2021","14371.65","14546.05","14350.85","14521.15"
"NIFTY 50","18 Jan 2021","14453.30","14459.15","14222.80","14281.30"
"NIFTY 50","15 Jan 2021","14594.35","14617.45","14357.85","14433.70"
"NIFTY 50","14 Jan 2021","14550.05","14617.80","14471.50","14595.60"
"NIFTY 50","13 Jan 2021","14639.80","14653.35","14435.70","14564.85"
"NIFTY 50","12 Jan 2021","14473.80","14590.65","14432.85","14563.45"
"NIFTY 50","11 Jan 2021","14474.05","14498.20","14383.10","14484.75"
"NIFTY 50","08 Jan 2021","14258.40","14367.30","14221.65","14347.25"
"NIFTY 50","07 Jan 2021","14253.75","14256.25","14123.10","14137.35"
"NIFTY 50","06 Jan 2021","14240.95","14244.15","14039.90","14146.25"
"NIFTY 50","05 Jan 2021","14075.15","14215.60","14048.15","14199.50"
"NIFTY 50","04 Jan 2021","14104.35","14147.95","13953.75","14132.90"
"NIFTY 50","01 Jan 2021","13996.10","14049.85","13991.35","14018.50"
"NIFTY 50","31 Dec 2020","13970.00","14024.85","13936.45","13981.75"
"NIFTY 50","30 Dec 2020","13980.90","13997.00","13864.95","13981.95"
"NIFTY 50","29 Dec 2020","13910.35","13967.60","13859.90","13932.60"
"NIFTY 50","28 Dec 2020","13815.15","13885.30","13811.55","13873.20"
"NIFTY 50","24 Dec 2020","13672.15","13771.75","13626.90","13749.25"
"NIFTY 50","23 Dec 2020","13473.50","13619.45","13432.20","13601.10"
"NIFTY 50","22 Dec 2020","13373.65","13492.05","13192.90","13466.30"
"NIFTY 50","21 Dec 2020","13741.90","13777.50","13131.45","13328.40"
"NIFTY 50","18 Dec 2020","13764.40","13772.85","13658.60","13760.55"
"NIFTY 50","17 Dec 2020","13713.55","13773.25","13673.55","13740.70"
"NIFTY 50","16 Dec 2020","13663.10","13692.35","13606.45","13682.70"
"NIFTY 50","15 Dec 2020","13547.20","13589.65","13447.05","13567.85"
"NIFTY 50","14 Dec 2020","13571.45","13597.50","13472.45","13558.15"
"NIFTY 50","11 Dec 2020","13512.30","13579.35","13402.85","13513.85"
"NIFTY 50","10 Dec 2020","13488.50","13503.55","13399.30","13478.30"
"NIFTY 50","09 Dec 2020","13458.10","13548.90","13449.60","13529.10"
"NIFTY 50","08 Dec 2020","13393.85","13435.45","13311.05","13392.95"
"NIFTY 50","07 Dec 2020","13264.85","13366.65","13241.95","13355.75"
"NIFTY 50","04 Dec 2020","13177.40","13280.05","13152.85","13258.55"
"NIFTY 50","03 Dec 2020","13215.30","13216.60","13107.90","13133.90"
"NIFTY 50","02 Dec 2020","13121.40","13128.50","12983.55","13113.75"
"NIFTY 50","01 Dec 2020","13062.20","13128.40","12962.80","13109.05"
"NIFTY 50","27 Nov 2020","13012.05","13035.30","12914.30","12968.95"
"NIFTY 50","26 Nov 2020","12906.45","13018.00","12790.40","12987.00"
"NIFTY 50","25 Nov 2020","13130.00","13145.85","12833.65","12858.40"
"NIFTY 50","24 Nov 2020","13002.60","13079.10","12978.00","13055.15"
"NIFTY 50","23 Nov 2020","12960.30","12968.85","12825.70","12926.45"
"NIFTY 50","20 Nov 2020","12813.40","12892.45","12730.25","12859.05"
"NIFTY 50","19 Nov 2020","12839.50","12963.00","12745.75","12771.70"
"NIFTY 50","18 Nov 2020","12860.10","12948.85","12819.35","12938.25"
"NIFTY 50","17 Nov 2020","12932.50","12934.05","12797.10","12874.20"
"NIFTY 50","14 Nov 2020","12823.35","12828.70","12749.45","12780.25"
"NIFTY 50","13 Nov 2020","12659.70","12735.95","12607.70","12719.95"
"NIFTY 50","12 Nov 2020","12702.15","12741.15","12624.85","12690.80"
"NIFTY 50","11 Nov 2020","12680.60","12769.75","12571.10","12749.15"
"NIFTY 50","10 Nov 2020","12556.40","12643.90","12475.25","12631.10"
"NIFTY 50","09 Nov 2020","12399.40","12474.05","12367.35","12461.05"
"NIFTY 50","06 Nov 2020","12156.65","12280.40","12131.85","12263.55"
"NIFTY 50","05 Nov 2020","12062.40","12131.10","12027.60","12120.30"
"NIFTY 50","04 Nov 2020","11783.35","11929.65","11756.40","11908.50"
"NIFTY 50","03 Nov 2020","11734.45","11836.20","11723.30","11813.50"
"NIFTY 50","02 Nov 2020","11697.35","11725.65","11557.40","11669.15"
"NIFTY 50","30 Oct 2020","11678.45","11748.95","11535.45","11642.40"
"NIFTY 50","29 Oct 2020","11633.30","11744.15","11606.45","11670.80"
"NIFTY 50","28 Oct 2020","11922.60","11929.40","11684.85","11729.60"
"NIFTY 50","27 Oct 2020","11807.10","11899.05","11723.00","11889.40"
"NIFTY 50","26 Oct 2020","11937.40","11942.85","11711.70","11767.75"
"NIFTY 50","23 Oct 2020","11957.90","11974.55","11908.75","11930.35"
"NIFTY 50","22 Oct 2020","11890.00","11939.55","11823.45","11896.45"
"NIFTY 50","21 Oct 2020","11958.55","12018.65","11775.75","11937.65"
"NIFTY 50","20 Oct 2020","11861.00","11949.25","11837.25","11896.80"
"NIFTY 50","19 Oct 2020","11879.20","11898.25","11820.40","11873.05"
"NIFTY 50","16 Oct 2020","11727.40","11789.75","11667.85","11762.45"
"NIFTY 50","15 Oct 2020","12023.45","12025.45","11661.30","11680.35"
"NIFTY 50","14 Oct 2020","11917.40","11997.20","11822.15","11971.05"
"NIFTY 50","13 Oct 2020","11934.65","11988.20","11888.90","11934.50"
"NIFTY 50","12 Oct 2020","11973.55","12022.05","11867.20","11930.95"
"NIFTY 50","09 Oct 2020","11852.05","11938.60","11805.20","11914.20"
"NIFTY 50","08 Oct 2020","11835.40","11905.70","11791.15","11834.60"
"NIFTY 50","07 Oct 2020","11679.25","11763.05","11629.35","11738.85"
"NIFTY 50","06 Oct 2020","11603.45","11680.30","11564.30","11662.40"
"NIFTY 50","05 Oct 2020","11487.80","11578.05","11452.30","11503.35"
"NIFTY 50","01 Oct 2020","11364.45","11428.60","11347.05","11416.95"
"NIFTY 50","30 Sep 2020","11244.45","11295.40","11184.55","11247.55"
"NIFTY 50","29 Sep 2020","11288.60","11305.40","11181.00","11222.40"
"NIFTY 50","28 Sep 2020","11140.85","11239.35","11099.85","11227.55"
"NIFTY 50","25 Sep 2020","10910.40","11072.60","10854.85","11050.25"
"NIFTY 50","24 Sep 2020","11011.00","11015.30","10790.20","10805.55"
"NIFTY 50","23 Sep 2020","11258.75","11259.55","11024.40","11131.85"
"NIFTY 50","22 Sep 2020","11301.75","11302.20","11084.65","11153.65"
"NIFTY 50","21 Sep 2020","11503.80","11535.25","11218.50","11250.55"
"NIFTY 50","18 Sep 2020","11584.10","11584.10","11446.10","11504.95"
"NIFTY 50","17 Sep 2020","11539.40","11587.20","11498.50","11516.10"
"NIFTY 50","16 Sep 2020","11538.45","11618.10","11516.75","11604.55"
"NIFTY 50","15 Sep 2020","11487.20","11535.95","11442.25","11521.80"
"NIFTY 50","14 Sep 2020","11540.15","11568.90","11383.55","11440.05"
"NIFTY 50","11 Sep 2020","11447.80","11493.50","11419.90","11464.45"
"NIFTY 50","10 Sep 2020","11363.30","11464.05","11327.40","11449.25"
"NIFTY 50","09 Sep 2020","11218.60","11298.15","11185.15","11278.00"
"NIFTY 50","08 Sep 2020","11378.55","11437.25","11290.45","11317.35"
"NIFTY 50","07 Sep 2020","11359.60","11381.15","11251.70","11355.05"
"NIFTY 50","04 Sep 2020","11354.40","11452.05","11303.65","11333.85"
"NIFTY 50","03 Sep 2020","11566.20","11584.95","11507.65","11527.45"
"NIFTY 50","02 Sep 2020","11478.55","11554.75","11430.40","11535.00"
"NIFTY 50","01 Sep 2020","11464.30","11553.55","11366.90","11470.25"
"NIFTY 50","31 Aug 2020","11777.55","11794.25","11325.85","11387.50"
"NIFTY 50","28 Aug 2020","11602.95","11686.05","11589.40","11647.60"
"NIFTY 50","27 Aug 2020","11609.30","11617.35","11540.60","11559.25"
"NIFTY 50","26 Aug 2020","11512.85","11561.75","11461.85","11549.60"
"NIFTY 50","25 Aug 2020","11513.10","11525.90","11423.35","11472.25"
"NIFTY 50","24 Aug 2020","11412.00","11497.25","11410.65","11466.45"
"NIFTY 50","21 Aug 2020","11409.65","11418.50","11362.20","11371.60"
"NIFTY 50","20 Aug 2020","11317.45","11361.45","11289.80","11312.20"
"NIFTY 50","19 Aug 2020","11452.15","11460.35","11394.10","11408.40"
"NIFTY 50","18 Aug 2020","11259.80","11401.70","11253.15","11385.35"
"NIFTY 50","17 Aug 2020","11248.90","11267.10","11144.50","11247.10"
"NIFTY 50","14 Aug 2020","11353.30","11366.25","11111.45","11178.40"
"NIFTY 50","13 Aug 2020","11334.85","11359.30","11269.95","11300.45"
"NIFTY 50","12 Aug 2020","11289.00","11322.00","11242.65","11308.40"
"NIFTY 50","11 Aug 2020","11322.25","11373.60","11299.15","11322.50"
"NIFTY 50","10 Aug 2020","11270.25","11337.30","11238.00","11270.15"
"NIFTY 50","07 Aug 2020","11186.65","11231.90","11142.05","11214.05"
"NIFTY 50","06 Aug 2020","11185.70","11256.80","11127.30","11200.15"
"NIFTY 50","05 Aug 2020","11155.75","11225.65","11064.05","11101.65"
"NIFTY 50","04 Aug 2020","10946.65","11112.25","10908.10","11095.25"
"NIFTY 50","03 Aug 2020","11057.55","11058.05","10882.25","10891.60"
"NIFTY 50","31 Jul 2020","11139.50","11150.40","11026.65","11073.45"
"NIFTY 50","30 Jul 2020","11254.30","11299.95","11084.95","11102.15"
"NIFTY 50","29 Jul 2020","11276.90","11341.40","11149.75","11202.85"
"NIFTY 50","28 Jul 2020","11154.10","11317.75","11151.40","11300.55"
"NIFTY 50","27 Jul 2020","11225.00","11225.00","11087.85","11131.80"
"NIFTY 50","24 Jul 2020","11149.95","11225.40","11090.30","11194.15"
"NIFTY 50","23 Jul 2020","11135.00","11239.80","11103.15","11215.45"
"NIFTY 50","22 Jul 2020","11231.20","11238.10","11056.55","11132.60"
"NIFTY 50","21 Jul 2020","11126.10","11179.55","11113.25","11162.25"
"NIFTY 50","20 Jul 2020","10999.45","11037.90","10953.00","11022.20"
"NIFTY 50","17 Jul 2020","10752.00","10933.45","10749.65","10901.70"
"NIFTY 50","16 Jul 2020","10706.20","10755.30","10595.20","10739.95"
"NIFTY 50","15 Jul 2020","10701.00","10827.45","10577.75","10618.20"
"NIFTY 50","14 Jul 2020","10750.85","10755.65","10562.90","10607.35"
"NIFTY 50","13 Jul 2020","10851.85","10894.05","10756.05","10802.70"
"NIFTY 50","10 Jul 2020","10764.10","10819.40","10713.00","10768.05"
"NIFTY 50","09 Jul 2020","10755.55","10836.85","10733.00","10813.45"
"NIFTY 50","08 Jul 2020","10818.65","10847.85","10676.55","10705.75"
"NIFTY 50","07 Jul 2020","10802.85","10813.80","10689.70","10799.65"
"NIFTY 50","06 Jul 2020","10723.85","10811.40","10695.10","10763.65"
"NIFTY 50","03 Jul 2020","10614.95","10631.30","10562.65","10607.35"
"NIFTY 50","02 Jul 2020","10493.05","10598.20","10485.55","10551.70"
"NIFTY 50","01 Jul 2020","10323.80","10447.05","10299.60","10430.05"
"NIFTY 50","30 Jun 2020","10382.60","10401.05","10267.35","10302.10"
"NIFTY 50","29 Jun 2020","10311.95","10337.95","10223.60","10312.40"
"NIFTY 50","26 Jun 2020","10378.90","10409.85","10311.25","10383.00"
"NIFTY 50","25 Jun 2020","10235.55","10361.80","10194.50","10288.90"
"NIFTY 50","24 Jun 2020","10529.25","10553.15","10281.95","10305.30"
"NIFTY 50","23 Jun 2020","10347.95","10484.70","10301.75","10471.00"
"NIFTY 50","22 Jun 2020","10318.75","10393.65","10277.60","10311.20"
"NIFTY 50","19 Jun 2020","10119.00","10272.40","10072.65","10244.40"
"NIFTY 50","18 Jun 2020","9863.25","10111.20","9845.05","10091.65"
"NIFTY 50","17 Jun 2020","9876.70","10003.60","9833.80","9881.15"
"NIFTY 50","16 Jun 2020","10014.80","10046.15","9728.50","9914.00"
"NIFTY 50","15 Jun 2020","9919.35","9943.35","9726.35","9813.70"
"NIFTY 50","12 Jun 2020","9544.95","9996.05","9544.35","9972.90"
"NIFTY 50","11 Jun 2020","10094.10","10112.05","9885.05","9902.00"
"NIFTY 50","10 Jun 2020","10072.60","10148.75","10036.85","10116.15"
"NIFTY 50","09 Jun 2020","10181.15","10291.15","10021.45","10046.65"
"NIFTY 50","08 Jun 2020","10326.75","10328.50","10120.25","10167.45"
"NIFTY 50","05 Jun 2020","10093.80","10177.80","10040.75","10142.15"
"NIFTY 50","04 Jun 2020","10054.25","10123.85","9944.25","10029.10"
"NIFTY 50","03 Jun 2020","10108.30","10176.20","10035.55","10061.55"
"NIFTY 50","02 Jun 2020","9880.85","9995.60","9824.05","9979.10"
"NIFTY 50","01 Jun 2020","9726.85","9931.60","9706.95","9826.15"
"NIFTY 50","29 May 2020","9422.20","9598.85","9376.90","9580.30"
"NIFTY 50","28 May 2020","9364.95","9511.25","9336.50","9490.10"
"NIFTY 50","27 May 2020","9082.20","9334.00","9004.25","9314.95"
"NIFTY 50","26 May 2020","9099.75","9161.65","8996.65","9029.05"
"NIFTY 50","22 May 2020","9067.90","9149.60","8968.55","9039.25"
"NIFTY 50","21 May 2020","9079.45","9178.55","9056.10","9106.25"
"NIFTY 50","20 May 2020","8889.15","9093.80","8875.35","9066.55"
"NIFTY 50","19 May 2020","8961.70","9030.35","8855.30","8879.10"
"NIFTY 50","18 May 2020","9158.30","9158.30","8806.75","8823.25"
"NIFTY 50","15 May 2020","9182.40","9182.40","9050.00","9136.85"
"NIFTY 50","14 May 2020","9213.95","9281.10","9119.75","9142.75"
"NIFTY 50","13 May 2020","9584.20","9584.50","9351.10","9383.55"
"NIFTY 50","12 May 2020","9168.85","9240.85","9043.95","9196.55"
"NIFTY 50","11 May 2020","9348.15","9439.90","9219.95","9239.20"
"NIFTY 50","08 May 2020","9376.95","9382.65","9238.20","9251.50"
"NIFTY 50","07 May 2020","9234.05","9277.85","9175.90","9199.05"
"NIFTY 50","06 May 2020","9226.80","9346.90","9116.50","9270.90"
"NIFTY 50","05 May 2020","9429.40","9450.90","9190.75","9205.60"
"NIFTY 50","04 May 2020","9533.50","9533.50","9266.95","9293.50"
"NIFTY 50","30 Apr 2020","9753.50","9889.05","9731.50","9859.90"
"NIFTY 50","29 Apr 2020","9408.60","9599.85","9392.35","9553.35"
"NIFTY 50","28 Apr 2020","9389.80","9404.40","9260.00","9380.90"
"NIFTY 50","27 Apr 2020","9259.70","9377.10","9250.35","9282.30"
"NIFTY 50","24 Apr 2020","9163.90","9296.90","9141.30","9154.40"
"NIFTY 50","23 Apr 2020","9232.35","9343.60","9170.15","9313.90"
"NIFTY 50","22 Apr 2020","9026.75","9209.75","8946.25","9187.30"
"NIFTY 50","21 Apr 2020","9016.95","9044.40","8909.40","8981.45"
"NIFTY 50","20 Apr 2020","9390.20","9390.85","9230.80","9261.85"
"NIFTY 50","17 Apr 2020","9323.45","9324.00","9091.35","9266.75"
"NIFTY 50","16 Apr 2020","8851.25","9053.75","8821.90","8992.80"
"NIFTY 50","15 Apr 2020","9196.40","9261.20","8874.10","8925.30"
"NIFTY 50","13 Apr 2020","9103.95","9112.05","8912.40","8993.85"
"NIFTY 50","09 Apr 2020","8973.05","9128.35","8904.55","9111.90"
"NIFTY 50","08 Apr 2020","8688.90","9131.70","8653.90","8748.75"
"NIFTY 50","07 Apr 2020","8446.30","8819.40","8360.95","8792.20"
"NIFTY 50","03 Apr 2020","8356.55","8356.55","8055.80","8083.80"
"NIFTY 50","01 Apr 2020","8584.10","8588.10","8198.35","8253.80"
"NIFTY 50","31 Mar 2020","8529.35","8678.30","8358.00","8597.75"
"NIFTY 50","30 Mar 2020","8385.95","8576.00","8244.00","8281.10"
"NIFTY 50","27 Mar 2020","8949.10","9038.90","8522.90","8660.25"
"NIFTY 50","26 Mar 2020","8451.00","8749.05","8304.90","8641.45"
"NIFTY 50","25 Mar 2020","7735.15","8376.75","7714.75","8317.85"
"NIFTY 50","24 Mar 2020","7848.30","8036.95","7511.10","7801.05"
"NIFTY 50","23 Mar 2020","7945.70","8159.25","7583.60","7610.25"
"NIFTY 50","20 Mar 2020","8284.45","8883.00","8178.20","8745.45"
"NIFTY 50","19 Mar 2020","8063.30","8575.45","7832.55","8263.45"
"NIFTY 50","18 Mar 2020","9088.45","9127.55","8407.05","8468.80"
"NIFTY 50","17 Mar 2020","9285.40","9403.80","8915.60","8967.05"
"NIFTY 50","16 Mar 2020","9587.80","9602.20","9165.10","9197.40"
"NIFTY 50","13 Mar 2020","9107.60","10159.40","8555.15","9955.20"
"NIFTY 50","12 Mar 2020","10039.95","10040.75","9508.00","9590.15"
"NIFTY 50","11 Mar 2020","10334.30","10545.10","10334.00","10458.40"
"NIFTY 50","09 Mar 2020","10742.05","10751.55","10294.45","10451.45"
"NIFTY 50","06 Mar 2020","10942.65","11035.10","10827.40","10989.45"
"NIFTY 50","05 Mar 2020","11306.05","11389.50","11244.60","11269.00"
"NIFTY 50","04 Mar 2020","11351.35","11356.60","11082.15","11251.00"
"NIFTY 50","03 Mar 2020","11217.55","11342.25","11152.55","11303.30"
"NIFTY 50","02 Mar 2020","11387.35","11433.00","11036.25","11132.75"
"NIFTY 50","28 Feb 2020","11382.00","11384.80","11175.05","11201.75"
"NIFTY 50","27 Feb 2020","11661.25","11663.85","11536.70","11633.30"
"NIFTY 50","26 Feb 2020","11738.55","11783.25","11639.60","11678.50"
"NIFTY 50","25 Feb 2020","11877.50","11883.05","11779.90","11797.90"
"NIFTY 50","24 Feb 2020","12012.55","12012.55","11813.40","11829.40"
"NIFTY 50","20 Feb 2020","12119.00","12152.00","12071.45","12080.85"
"NIFTY 50","19 Feb 2020","12090.60","12134.70","12042.10","12125.90"
"NIFTY 50","18 Feb 2020","12028.25","12030.75","11908.05","11992.50"
"NIFTY 50","17 Feb 2020","12131.80","12159.60","12037.00","12045.80"
"NIFTY 50","14 Feb 2020","12190.15","12246.70","12091.20","12113.45"
"NIFTY 50","13 Feb 2020","12219.55","12225.65","12139.80","12174.65"
"NIFTY 50","12 Feb 2020","12151.00","12231.75","12144.30","12201.20"
"NIFTY 50","11 Feb 2020","12108.40","12172.30","12099.00","12107.90"
"NIFTY 50","10 Feb 2020","12102.35","12103.55","11990.75","12031.50"
"NIFTY 50","07 Feb 2020","12151.15","12154.70","12073.95","12098.35"
"NIFTY 50","06 Feb 2020","12120.00","12160.60","12084.65","12137.95"
"NIFTY 50","05 Feb 2020","12005.85","12098.15","11953.35","12089.15"
"NIFTY 50","04 Feb 2020","11786.25","11986.15","11783.40","11979.65"
"NIFTY 50","03 Feb 2020","11627.45","11749.85","11614.50","11707.90"
"NIFTY 50","01 Feb 2020","11939.00","12017.35","11633.30","11661.85"
"NIFTY 50","31 Jan 2020","12100.40","12103.55","11945.85","11962.10"
"NIFTY 50","30 Jan 2020","12147.75","12150.30","12010.60","12035.80"
"NIFTY 50","29 Jan 2020","12114.90","12169.60","12103.80","12129.50"
"NIFTY 50","28 Jan 2020","12148.10","12163.55","12024.50","12055.80"
"NIFTY 50","27 Jan 2020","12197.10","12216.60","12107.00","12119.00"
"NIFTY 50","24 Jan 2020","12174.55","12272.15","12149.65","12248.25"
"NIFTY 50","23 Jan 2020","12123.75","12189.00","12094.10","12180.35"
"NIFTY 50","22 Jan 2020","12218.35","12225.05","12087.90","12106.90"
"NIFTY 50","21 Jan 2020","12195.30","12230.05","12162.30","12169.85"
"NIFTY 50","20 Jan 2020","12430.50","12430.50","12216.90","12224.55"
"NIFTY 50","17 Jan 2020","12328.40","12385.45","12321.40","12352.35"
"NIFTY 50","16 Jan 2020","12347.10","12389.05","12315.80","12355.50"
"NIFTY 50","15 Jan 2020","12349.40","12355.15","12278.75","12343.30"
"NIFTY 50","14 Jan 2020","12333.10","12374.25","12308.70","12362.30"
"NIFTY 50","13 Jan 2020","12296.70","12337.75","12285.80","12329.55"
"NIFTY 50","10 Jan 2020","12271.00","12311.20","12213.20","12256.80"
"NIFTY 50","09 Jan 2020","12153.15","12224.05","12132.55","12215.90"
"NIFTY 50","08 Jan 2020","11939.10","12044.95","11929.60","12025.35"
"NIFTY 50","07 Jan 2020","12079.10","12152.15","12005.35","12052.95"
"NIFTY 50","06 Jan 2020","12170.60","12179.10","11974.20","11993.05"
"NIFTY 50","03 Jan 2020","12261.10","12265.60","12191.35","12226.65"
"NIFTY 50","02 Jan 2020","12198.55","12289.90","12195.25","12282.20"
"NIFTY 50","01 Jan 2020","12202.15","12222.20","12165.30","12182.50"
"NIFTY 50","31 Dec 2019","12247.10","12247.10","12151.80","12168.45"
"NIFTY 50","30 Dec 2019","12274.90","12286.45","12213.80","12255.85"
"NIFTY 50","27 Dec 2019","12172.90","12258.45","12157.90","12245.80"
"NIFTY 50","26 Dec 2019","12211.85","12221.55","12118.85","12126.55"
"NIFTY 50","24 Dec 2019","12269.25","12283.70","12202.10","12214.55"
"NIFTY 50","23 Dec 2019","12235.45","12287.15","12213.25","12262.75"
"NIFTY 50","20 Dec 2019","12266.45","12293.90","12252.75","12271.80"
"NIFTY 50","19 Dec 2019","12223.40","12268.35","12191.15","12259.70"
"NIFTY 50","18 Dec 2019","12197.00","12237.70","12163.45","12221.65"
"NIFTY 50","17 Dec 2019","12082.45","12182.75","12070.35","12165.00"
"NIFTY 50","16 Dec 2019","12131.35","12134.65","12046.30","12053.95"
"NIFTY 50","13 Dec 2019","12026.40","12098.85","12023.60","12086.70"
"NIFTY 50","12 Dec 2019","11944.30","12005.50","11934.00","11971.80"
"NIFTY 50","11 Dec 2019","11867.35","11923.20","11832.30","11910.15"
"NIFTY 50","10 Dec 2019","11950.50","11953.20","11844.70","11856.80"
"NIFTY 50","09 Dec 2019","11939.10","11981.95","11888.05","11937.50"
"NIFTY 50","06 Dec 2019","12047.35","12057.05","11888.85","11921.50"
"NIFTY 50","05 Dec 2019","12071.25","12081.20","11998.75","12018.40"
"NIFTY 50","04 Dec 2019","11969.95","12054.70","11935.30","12043.20"
"NIFTY 50","03 Dec 2019","12067.65","12068.60","11956.40","11994.20"
"NIFTY 50","02 Dec 2019","12137.05","12137.15","12023.70","12048.20"
"NIFTY 50","29 Nov 2019","12146.20","12147.40","12017.40","12056.05"
"NIFTY 50","28 Nov 2019","12132.10","12158.80","12099.95","12151.15"
"NIFTY 50","27 Nov 2019","12068.50","12114.90","12055.15","12100.70"
